txt_emo,txt_cond,wav_emo,lbl_full,tts_model,filename,pred_emo,slm
happy,explicit,angry,angry_proxy_happy,STYLE,09_happy_explicit_angry_0020_STYLE.wav,angry,salmonn
sad,explicit,angry,angry_proxy_sad,STYLE,07_sad_explicit_angry_0011_STYLE.wav,sad,salmonn
neutral,neutral,sad,sad_proxy_neutral,STYLE,03_neutral_sad_0016_STYLE.wav,angry,salmonn
angry,explicit,sad,sad_proxy_angry,STYLE,07_angry_explicit_sad_0017_STYLE.wav,angry,salmonn
angry,implicit,happy,happy_proxy_angry,STYLE,11_angry_implicit_happy_0019_STYLE.wav,angry,salmonn
angry,implicit,neutral,neutral_proxy_angry,STYLE,02_angry_implicit_neutral_0016_STYLE.wav,angry,salmonn
sad,explicit,sad,sad_cong,STYLE,09_sad_explicit_sad_0014_STYLE.wav,sad,salmonn
angry,explicit,neutral,neutral_proxy_angry,STYLE,09_angry_explicit_neutral_0018_STYLE.wav,angry,salmonn
angry,explicit,angry,angry_cong,STYLE,06_angry_explicit_angry_0016_STYLE.wav,angry,salmonn
angry,implicit,angry,angry_cong,STYLE,01_angry_implicit_angry_0019_STYLE.wav,angry,salmonn
angry,implicit,angry,angry_cong,STYLE,10_angry_implicit_angry_0011_STYLE.wav,angry,salmonn
angry,implicit,sad,sad_proxy_angry,STYLE,11_angry_implicit_sad_0016_STYLE.wav,angry,salmonn
angry,explicit,neutral,neutral_proxy_angry,STYLE,07_angry_explicit_neutral_0020_STYLE.wav,angry,salmonn
sad,explicit,angry,angry_proxy_sad,STYLE,12_sad_explicit_angry_0020_STYLE.wav,sad,salmonn
angry,explicit,sad,sad_proxy_angry,STYLE,03_angry_explicit_sad_0020_STYLE.wav,angry,salmonn
angry,explicit,sad,sad_proxy_angry,STYLE,04_angry_explicit_sad_0017_STYLE.wav,angry,salmonn
angry,explicit,angry,angry_cong,STYLE,13_angry_explicit_angry_0018_STYLE.wav,angry,salmonn
neutral,neutral,angry,angry_proxy_neutral,STYLE,24_neutral_angry_0012_STYLE.wav,neutral,salmonn
sad,implicit,sad,sad_cong,STYLE,07_sad_implicit_sad_0011_STYLE.wav,angry,salmonn
angry,explicit,sad,sad_proxy_angry,STYLE,13_angry_explicit_sad_0014_STYLE.wav,angry,salmonn
sad,implicit,sad,sad_cong,STYLE,10_sad_implicit_sad_0017_STYLE.wav,neutral,salmonn
sad,explicit,angry,angry_proxy_sad,STYLE,13_sad_explicit_angry_0012_STYLE.wav,sad,salmonn
angry,explicit,sad,sad_proxy_angry,STYLE,01_angry_explicit_sad_0013_STYLE.wav,angry,salmonn
happy,explicit,angry,angry_proxy_happy,STYLE,03_happy_explicit_angry_0018_STYLE.wav,happy,salmonn
sad,implicit,neutral,neutral_proxy_sad,STYLE,02_sad_implicit_neutral_0012_STYLE.wav,angry,salmonn
neutral,neutral,neutral,neutral_cong,STYLE,04_neutral_neutral_0020_STYLE.wav,neutral,salmonn
happy,explicit,sad,sad_proxy_happy,STYLE,03_happy_explicit_sad_0014_STYLE.wav,happy,salmonn
neutral,neutral,sad,sad_proxy_neutral,STYLE,25_neutral_sad_0020_STYLE.wav,neutral,salmonn
angry,implicit,neutral,neutral_proxy_angry,STYLE,06_angry_implicit_neutral_0018_STYLE.wav,angry,salmonn
happy,implicit,sad,sad_proxy_happy,STYLE,04_happy_implicit_sad_0012_STYLE.wav,happy,salmonn
happy,explicit,neutral,neutral_proxy_happy,STYLE,08_happy_explicit_neutral_0017_STYLE.wav,happy,salmonn
angry,implicit,happy,happy_proxy_angry,STYLE,08_angry_implicit_happy_0015_STYLE.wav,angry,salmonn
happy,implicit,neutral,neutral_proxy_happy,STYLE,12_happy_implicit_neutral_0017_STYLE.wav,neutral,salmonn
neutral,neutral,happy,happy_proxy_neutral,STYLE,01_neutral_happy_0014_STYLE.wav,angry,salmonn
sad,implicit,sad,sad_cong,STYLE,05_sad_implicit_sad_0017_STYLE.wav,neutral,salmonn
angry,implicit,sad,sad_proxy_angry,STYLE,05_angry_implicit_sad_0015_STYLE.wav,angry,salmonn
happy,implicit,neutral,neutral_proxy_happy,STYLE,13_happy_implicit_neutral_0014_STYLE.wav,angry,salmonn
happy,explicit,happy,happy_cong,STYLE,05_happy_explicit_happy_0020_STYLE.wav,happy,salmonn
sad,explicit,happy,happy_proxy_sad,STYLE,07_sad_explicit_happy_0012_STYLE.wav,sad,salmonn
happy,explicit,angry,angry_proxy_happy,STYLE,12_happy_explicit_angry_0011_STYLE.wav,happy,salmonn
sad,implicit,neutral,neutral_proxy_sad,STYLE,09_sad_implicit_neutral_0020_STYLE.wav,neutral,salmonn
happy,implicit,neutral,neutral_proxy_happy,STYLE,03_happy_implicit_neutral_0018_STYLE.wav,angry,salmonn
neutral,neutral,happy,happy_proxy_neutral,STYLE,21_neutral_happy_0020_STYLE.wav,neutral,salmonn
angry,implicit,sad,sad_proxy_angry,STYLE,06_angry_implicit_sad_0017_STYLE.wav,angry,salmonn
happy,implicit,angry,angry_proxy_happy,STYLE,04_happy_implicit_angry_0015_STYLE.wav,angry,salmonn
happy,implicit,neutral,neutral_proxy_happy,STYLE,11_happy_implicit_neutral_0013_STYLE.wav,angry,salmonn
happy,implicit,angry,angry_proxy_happy,STYLE,08_happy_implicit_angry_0016_STYLE.wav,neutral,salmonn
neutral,neutral,neutral,neutral_cong,STYLE,17_neutral_neutral_0011_STYLE.wav,neutral,salmonn
sad,implicit,sad,sad_cong,STYLE,11_sad_implicit_sad_0016_STYLE.wav,angry,salmonn
neutral,neutral,angry,angry_proxy_neutral,STYLE,01_neutral_angry_0013_STYLE.wav,angry,salmonn
happy,implicit,happy,happy_cong,STYLE,10_happy_implicit_happy_0015_STYLE.wav,angry,salmonn
angry,implicit,neutral,neutral_proxy_angry,STYLE,03_angry_implicit_neutral_0011_STYLE.wav,neutral,salmonn
neutral,neutral,happy,happy_proxy_neutral,STYLE,25_neutral_happy_0011_STYLE.wav,neutral,salmonn
happy,implicit,sad,sad_proxy_happy,STYLE,02_happy_implicit_sad_0012_STYLE.wav,neutral,salmonn
happy,implicit,sad,sad_proxy_happy,STYLE,13_happy_implicit_sad_0014_STYLE.wav,angry,salmonn
happy,implicit,sad,sad_proxy_happy,STYLE,01_happy_implicit_sad_0013_STYLE.wav,angry,salmonn
neutral,neutral,sad,sad_proxy_neutral,STYLE,16_neutral_sad_0014_STYLE.wav,neutral,salmonn
neutral,neutral,angry,angry_proxy_neutral,STYLE,25_neutral_angry_0014_STYLE.wav,angry,salmonn
happy,implicit,neutral,neutral_proxy_happy,STYLE,04_happy_implicit_neutral_0015_STYLE.wav,angry,salmonn
angry,explicit,sad,sad_proxy_angry,STYLE,08_angry_explicit_sad_0017_STYLE.wav,angry,salmonn
sad,explicit,angry,angry_proxy_sad,STYLE,08_sad_explicit_angry_0011_STYLE.wav,sad,salmonn
happy,explicit,happy,happy_cong,STYLE,06_happy_explicit_happy_0013_STYLE.wav,angry,salmonn
angry,implicit,angry,angry_cong,STYLE,08_angry_implicit_angry_0012_STYLE.wav,angry,salmonn
neutral,neutral,sad,sad_proxy_neutral,STYLE,17_neutral_sad_0012_STYLE.wav,neutral,salmonn
angry,explicit,neutral,neutral_proxy_angry,STYLE,05_angry_explicit_neutral_0020_STYLE.wav,angry,salmonn
angry,implicit,happy,happy_proxy_angry,STYLE,10_angry_implicit_happy_0011_STYLE.wav,angry,salmonn
happy,implicit,sad,sad_proxy_happy,STYLE,08_happy_implicit_sad_0015_STYLE.wav,neutral,salmonn
happy,implicit,angry,angry_proxy_happy,STYLE,05_happy_implicit_angry_0019_STYLE.wav,angry,salmonn
happy,implicit,neutral,neutral_proxy_happy,STYLE,05_happy_implicit_neutral_0019_STYLE.wav,angry,salmonn
sad,explicit,neutral,neutral_proxy_sad,STYLE,05_sad_explicit_neutral_0012_STYLE.wav,sad,salmonn
angry,implicit,neutral,neutral_proxy_angry,STYLE,11_angry_implicit_neutral_0016_STYLE.wav,angry,salmonn
neutral,neutral,neutral,neutral_cong,STYLE,23_neutral_neutral_0018_STYLE.wav,neutral,salmonn
neutral,neutral,sad,sad_proxy_neutral,STYLE,08_neutral_sad_0015_STYLE.wav,neutral,salmonn
sad,implicit,angry,angry_proxy_sad,STYLE,05_sad_implicit_angry_0011_STYLE.wav,neutral,salmonn
angry,explicit,happy,happy_proxy_angry,STYLE,13_angry_explicit_happy_0011_STYLE.wav,angry,salmonn
sad,implicit,angry,angry_proxy_sad,STYLE,09_sad_implicit_angry_0015_STYLE.wav,angry,salmonn
sad,implicit,sad,sad_cong,STYLE,04_sad_implicit_sad_0018_STYLE.wav,angry,salmonn
angry,explicit,sad,sad_proxy_angry,STYLE,10_angry_explicit_sad_0019_STYLE.wav,angry,salmonn
sad,explicit,angry,angry_proxy_sad,STYLE,02_sad_explicit_angry_0018_STYLE.wav,angry,salmonn
neutral,neutral,angry,angry_proxy_neutral,STYLE,06_neutral_angry_0020_STYLE.wav,neutral,salmonn
sad,implicit,happy,happy_proxy_sad,STYLE,06_sad_implicit_happy_0015_STYLE.wav,angry,salmonn
neutral,neutral,neutral,neutral_cong,STYLE,02_neutral_neutral_0013_STYLE.wav,neutral,salmonn
angry,explicit,happy,happy_proxy_angry,STYLE,02_angry_explicit_happy_0018_STYLE.wav,angry,salmonn
happy,explicit,angry,angry_proxy_happy,STYLE,02_happy_explicit_angry_0019_STYLE.wav,happy,salmonn
sad,implicit,angry,angry_proxy_sad,STYLE,03_sad_implicit_angry_0012_STYLE.wav,neutral,salmonn
happy,implicit,angry,angry_proxy_happy,STYLE,11_happy_implicit_angry_0012_STYLE.wav,angry,salmonn
happy,explicit,neutral,neutral_proxy_happy,STYLE,09_happy_explicit_neutral_0019_STYLE.wav,angry,salmonn
angry,implicit,happy,happy_proxy_angry,STYLE,05_angry_implicit_happy_0014_STYLE.wav,angry,salmonn
sad,implicit,happy,happy_proxy_sad,STYLE,03_sad_implicit_happy_0015_STYLE.wav,angry,salmonn
neutral,neutral,sad,sad_proxy_neutral,STYLE,20_neutral_sad_0014_STYLE.wav,neutral,salmonn
angry,implicit,sad,sad_proxy_angry,STYLE,03_angry_implicit_sad_0019_STYLE.wav,angry,salmonn
angry,explicit,happy,happy_proxy_angry,STYLE,07_angry_explicit_happy_0017_STYLE.wav,angry,salmonn
happy,explicit,sad,sad_proxy_happy,STYLE,05_happy_explicit_sad_0019_STYLE.wav,angry,salmonn
neutral,neutral,happy,happy_proxy_neutral,STYLE,10_neutral_happy_0016_STYLE.wav,neutral,salmonn
angry,explicit,happy,happy_proxy_angry,STYLE,03_angry_explicit_happy_0016_STYLE.wav,angry,salmonn
happy,explicit,happy,happy_cong,STYLE,13_happy_explicit_happy_0016_STYLE.wav,happy,salmonn
angry,implicit,neutral,neutral_proxy_angry,STYLE,07_angry_implicit_neutral_0015_STYLE.wav,angry,salmonn
neutral,neutral,angry,angry_proxy_neutral,STYLE,12_neutral_angry_0018_STYLE.wav,angry,salmonn
sad,implicit,angry,angry_proxy_sad,STYLE,12_sad_implicit_angry_0017_STYLE.wav,angry,salmonn
sad,explicit,neutral,neutral_proxy_sad,STYLE,09_sad_explicit_neutral_0012_STYLE.wav,sad,salmonn
sad,implicit,happy,happy_proxy_sad,STYLE,09_sad_implicit_happy_0012_STYLE.wav,angry,salmonn
neutral,neutral,neutral,neutral_cong,STYLE,26_neutral_neutral_0014_STYLE.wav,neutral,salmonn
neutral,neutral,angry,angry_proxy_neutral,STYLE,03_neutral_angry_0015_STYLE.wav,angry,salmonn
angry,explicit,neutral,neutral_proxy_angry,STYLE,03_angry_explicit_neutral_0020_STYLE.wav,angry,salmonn
neutral,neutral,happy,happy_proxy_neutral,STYLE,26_neutral_happy_0012_STYLE.wav,angry,salmonn
neutral,neutral,happy,happy_proxy_neutral,STYLE,15_neutral_happy_0020_STYLE.wav,angry,salmonn
angry,implicit,angry,angry_cong,STYLE,11_angry_implicit_angry_0015_STYLE.wav,angry,salmonn
sad,explicit,happy,happy_proxy_sad,STYLE,13_sad_explicit_happy_0018_STYLE.wav,angry,salmonn
neutral,neutral,happy,happy_proxy_neutral,STYLE,24_neutral_happy_0018_STYLE.wav,angry,salmonn
neutral,neutral,happy,happy_proxy_neutral,STYLE,11_neutral_happy_0012_STYLE.wav,neutral,salmonn
neutral,neutral,sad,sad_proxy_neutral,STYLE,15_neutral_sad_0012_STYLE.wav,angry,salmonn
angry,implicit,neutral,neutral_proxy_angry,STYLE,13_angry_implicit_neutral_0016_STYLE.wav,angry,salmonn
neutral,neutral,happy,happy_proxy_neutral,STYLE,03_neutral_happy_0016_STYLE.wav,neutral,salmonn
happy,implicit,neutral,neutral_proxy_happy,STYLE,02_happy_implicit_neutral_0012_STYLE.wav,angry,salmonn
neutral,neutral,neutral,neutral_cong,STYLE,13_neutral_neutral_0018_STYLE.wav,neutral,salmonn
sad,implicit,angry,angry_proxy_sad,STYLE,06_sad_implicit_angry_0014_STYLE.wav,angry,salmonn
sad,implicit,neutral,neutral_proxy_sad,STYLE,03_sad_implicit_neutral_0016_STYLE.wav,angry,salmonn
happy,explicit,angry,angry_proxy_happy,STYLE,13_happy_explicit_angry_0014_STYLE.wav,happy,salmonn
sad,implicit,sad,sad_cong,STYLE,12_sad_implicit_sad_0019_STYLE.wav,angry,salmonn
happy,explicit,happy,happy_cong,STYLE,02_happy_explicit_happy_0018_STYLE.wav,happy,salmonn
sad,implicit,happy,happy_proxy_sad,STYLE,12_sad_implicit_happy_0015_STYLE.wav,angry,salmonn
sad,explicit,neutral,neutral_proxy_sad,STYLE,11_sad_explicit_neutral_0012_STYLE.wav,sad,salmonn
happy,implicit,happy,happy_cong,STYLE,11_happy_implicit_happy_0013_STYLE.wav,angry,salmonn
happy,implicit,happy,happy_cong,STYLE,09_happy_implicit_happy_0014_STYLE.wav,angry,salmonn
angry,explicit,happy,happy_proxy_angry,STYLE,12_angry_explicit_happy_0018_STYLE.wav,angry,salmonn
neutral,neutral,sad,sad_proxy_neutral,STYLE,14_neutral_sad_0013_STYLE.wav,neutral,salmonn
happy,implicit,neutral,neutral_proxy_happy,STYLE,01_happy_implicit_neutral_0014_STYLE.wav,happy,salmonn
sad,explicit,happy,happy_proxy_sad,STYLE,02_sad_explicit_happy_0018_STYLE.wav,sad,salmonn
sad,explicit,neutral,neutral_proxy_sad,STYLE,08_sad_explicit_neutral_0019_STYLE.wav,sad,salmonn
sad,implicit,neutral,neutral_proxy_sad,STYLE,13_sad_implicit_neutral_0012_STYLE.wav,neutral,salmonn
sad,implicit,sad,sad_cong,STYLE,03_sad_implicit_sad_0017_STYLE.wav,neutral,salmonn
sad,implicit,angry,angry_proxy_sad,STYLE,07_sad_implicit_angry_0020_STYLE.wav,angry,salmonn
neutral,neutral,neutral,neutral_cong,STYLE,19_neutral_neutral_0020_STYLE.wav,neutral,salmonn
angry,implicit,happy,happy_proxy_angry,STYLE,01_angry_implicit_happy_0012_STYLE.wav,angry,salmonn
angry,implicit,neutral,neutral_proxy_angry,STYLE,04_angry_implicit_neutral_0014_STYLE.wav,angry,salmonn
happy,implicit,happy,happy_cong,STYLE,05_happy_implicit_happy_0016_STYLE.wav,angry,salmonn
angry,explicit,angry,angry_cong,STYLE,03_angry_explicit_angry_0015_STYLE.wav,angry,salmonn
sad,implicit,sad,sad_cong,STYLE,02_sad_implicit_sad_0014_STYLE.wav,angry,salmonn
angry,implicit,neutral,neutral_proxy_angry,STYLE,10_angry_implicit_neutral_0011_STYLE.wav,angry,salmonn
angry,implicit,sad,sad_proxy_angry,STYLE,12_angry_implicit_sad_0018_STYLE.wav,neutral,salmonn
neutral,neutral,happy,happy_proxy_neutral,STYLE,02_neutral_happy_0011_STYLE.wav,neutral,salmonn
neutral,neutral,sad,sad_proxy_neutral,STYLE,09_neutral_sad_0015_STYLE.wav,neutral,salmonn
happy,explicit,happy,happy_cong,STYLE,07_happy_explicit_happy_0016_STYLE.wav,happy,salmonn
neutral,neutral,angry,angry_proxy_neutral,STYLE,26_neutral_angry_0013_STYLE.wav,angry,salmonn
happy,implicit,angry,angry_proxy_happy,STYLE,06_happy_implicit_angry_0020_STYLE.wav,angry,salmonn
angry,implicit,neutral,neutral_proxy_angry,STYLE,05_angry_implicit_neutral_0015_STYLE.wav,angry,salmonn
happy,implicit,neutral,neutral_proxy_happy,STYLE,10_happy_implicit_neutral_0018_STYLE.wav,angry,salmonn
happy,explicit,angry,angry_proxy_happy,STYLE,07_happy_explicit_angry_0012_STYLE.wav,happy,salmonn
happy,implicit,happy,happy_cong,STYLE,01_happy_implicit_happy_0014_STYLE.wav,angry,salmonn
neutral,neutral,neutral,neutral_cong,STYLE,06_neutral_neutral_0016_STYLE.wav,neutral,salmonn
neutral,neutral,angry,angry_proxy_neutral,STYLE,02_neutral_angry_0015_STYLE.wav,angry,salmonn
happy,explicit,sad,sad_proxy_happy,STYLE,09_happy_explicit_sad_0018_STYLE.wav,angry,salmonn
sad,implicit,neutral,neutral_proxy_sad,STYLE,07_sad_implicit_neutral_0014_STYLE.wav,angry,salmonn
sad,implicit,sad,sad_cong,STYLE,06_sad_implicit_sad_0018_STYLE.wav,neutral,salmonn
neutral,neutral,sad,sad_proxy_neutral,STYLE,21_neutral_sad_0017_STYLE.wav,neutral,salmonn
happy,implicit,happy,happy_cong,STYLE,04_happy_implicit_happy_0019_STYLE.wav,angry,salmonn
happy,explicit,happy,happy_cong,STYLE,03_happy_explicit_happy_0016_STYLE.wav,happy,salmonn
neutral,neutral,neutral,neutral_cong,STYLE,12_neutral_neutral_0016_STYLE.wav,angry,salmonn
neutral,neutral,neutral,neutral_cong,STYLE,16_neutral_neutral_0014_STYLE.wav,neutral,salmonn
neutral,neutral,angry,angry_proxy_neutral,STYLE,13_neutral_angry_0018_STYLE.wav,angry,salmonn
angry,implicit,angry,angry_cong,STYLE,09_angry_implicit_angry_0016_STYLE.wav,angry,salmonn
happy,implicit,angry,angry_proxy_happy,STYLE,09_happy_implicit_angry_0013_STYLE.wav,angry,salmonn
angry,implicit,happy,happy_proxy_angry,STYLE,09_angry_implicit_happy_0012_STYLE.wav,angry,salmonn
neutral,neutral,angry,angry_proxy_neutral,STYLE,10_neutral_angry_0017_STYLE.wav,neutral,salmonn
neutral,neutral,neutral,neutral_cong,STYLE,22_neutral_neutral_0012_STYLE.wav,neutral,salmonn
neutral,neutral,angry,angry_proxy_neutral,STYLE,11_neutral_angry_0012_STYLE.wav,neutral,salmonn
angry,implicit,angry,angry_cong,STYLE,12_angry_implicit_angry_0020_STYLE.wav,angry,salmonn
neutral,neutral,neutral,neutral_cong,F5TTS,03_neutral_neutral_0020_F5TTS.wav,neutral,salmonn
angry,explicit,angry,angry_cong,F5TTS,05_angry_explicit_angry_0014_F5TTS.wav,angry,salmonn
sad,implicit,sad,sad_cong,F5TTS,11_sad_implicit_sad_0012_F5TTS.wav,neutral,salmonn
sad,implicit,happy,happy_proxy_sad,F5TTS,07_sad_implicit_happy_0015_F5TTS.wav,angry,salmonn
sad,implicit,neutral,neutral_proxy_sad,F5TTS,01_sad_implicit_neutral_0017_F5TTS.wav,angry,salmonn
happy,explicit,happy,happy_cong,F5TTS,09_happy_explicit_happy_0016_F5TTS.wav,happy,salmonn
sad,explicit,sad,sad_cong,F5TTS,08_sad_explicit_sad_0016_F5TTS.wav,sad,salmonn
happy,explicit,angry,angry_proxy_happy,F5TTS,06_happy_explicit_angry_0020_F5TTS.wav,angry,salmonn
happy,explicit,angry,angry_proxy_happy,F5TTS,10_happy_explicit_angry_0018_F5TTS.wav,happy,salmonn
sad,implicit,sad,sad_cong,F5TTS,10_sad_implicit_sad_0011_F5TTS.wav,neutral,salmonn
sad,implicit,sad,sad_cong,F5TTS,07_sad_implicit_sad_0017_F5TTS.wav,neutral,salmonn
sad,implicit,neutral,neutral_proxy_sad,F5TTS,11_sad_implicit_neutral_0012_F5TTS.wav,neutral,salmonn
happy,implicit,happy,happy_cong,F5TTS,13_happy_implicit_happy_0013_F5TTS.wav,angry,salmonn
sad,explicit,neutral,neutral_proxy_sad,F5TTS,03_sad_explicit_neutral_0017_F5TTS.wav,sad,salmonn
happy,explicit,angry,angry_proxy_happy,F5TTS,01_happy_explicit_angry_0011_F5TTS.wav,angry,salmonn
angry,implicit,neutral,neutral_proxy_angry,F5TTS,02_angry_implicit_neutral_0013_F5TTS.wav,neutral,salmonn
neutral,neutral,angry,angry_proxy_neutral,F5TTS,11_neutral_angry_0011_F5TTS.wav,neutral,salmonn
happy,explicit,angry,angry_proxy_happy,F5TTS,11_happy_explicit_angry_0014_F5TTS.wav,happy,salmonn
happy,implicit,neutral,neutral_proxy_happy,F5TTS,12_happy_implicit_neutral_0015_F5TTS.wav,neutral,salmonn
neutral,neutral,angry,angry_proxy_neutral,F5TTS,10_neutral_angry_0014_F5TTS.wav,neutral,salmonn
sad,implicit,happy,happy_proxy_sad,F5TTS,13_sad_implicit_happy_0011_F5TTS.wav,neutral,salmonn
sad,implicit,neutral,neutral_proxy_sad,F5TTS,05_sad_implicit_neutral_0017_F5TTS.wav,neutral,salmonn
angry,implicit,neutral,neutral_proxy_angry,F5TTS,11_angry_implicit_neutral_0019_F5TTS.wav,angry,salmonn
happy,explicit,happy,happy_cong,F5TTS,01_happy_explicit_happy_0015_F5TTS.wav,angry,salmonn
sad,implicit,angry,angry_proxy_sad,F5TTS,09_sad_implicit_angry_0020_F5TTS.wav,neutral,salmonn
happy,implicit,neutral,neutral_proxy_happy,F5TTS,05_happy_implicit_neutral_0016_F5TTS.wav,angry,salmonn
neutral,neutral,neutral,neutral_cong,F5TTS,10_neutral_neutral_0011_F5TTS.wav,neutral,salmonn
happy,implicit,neutral,neutral_proxy_happy,F5TTS,13_happy_implicit_neutral_0014_F5TTS.wav,angry,salmonn
neutral,neutral,neutral,neutral_cong,F5TTS,18_neutral_neutral_0015_F5TTS.wav,neutral,salmonn
happy,implicit,neutral,neutral_proxy_happy,F5TTS,10_happy_implicit_neutral_0012_F5TTS.wav,angry,salmonn
happy,implicit,happy,happy_cong,F5TTS,06_happy_implicit_happy_0019_F5TTS.wav,neutral,salmonn
angry,explicit,angry,angry_cong,F5TTS,08_angry_explicit_angry_0018_F5TTS.wav,angry,salmonn
neutral,neutral,happy,happy_proxy_neutral,F5TTS,03_neutral_happy_0015_F5TTS.wav,neutral,salmonn
neutral,neutral,neutral,neutral_cong,F5TTS,24_neutral_neutral_0017_F5TTS.wav,angry,salmonn
angry,implicit,angry,angry_cong,F5TTS,07_angry_implicit_angry_0015_F5TTS.wav,angry,salmonn
angry,implicit,happy,happy_proxy_angry,F5TTS,03_angry_implicit_happy_0011_F5TTS.wav,neutral,salmonn
happy,implicit,happy,happy_cong,F5TTS,07_happy_implicit_happy_0015_F5TTS.wav,angry,salmonn
sad,explicit,neutral,neutral_proxy_sad,F5TTS,07_sad_explicit_neutral_0014_F5TTS.wav,sad,salmonn
happy,implicit,angry,angry_proxy_happy,F5TTS,04_happy_implicit_angry_0020_F5TTS.wav,angry,salmonn
sad,implicit,neutral,neutral_proxy_sad,F5TTS,04_sad_implicit_neutral_0018_F5TTS.wav,neutral,salmonn
happy,implicit,sad,sad_proxy_happy,F5TTS,12_happy_implicit_sad_0019_F5TTS.wav,neutral,salmonn
happy,implicit,happy,happy_cong,F5TTS,02_happy_implicit_happy_0019_F5TTS.wav,angry,salmonn
angry,explicit,happy,happy_proxy_angry,F5TTS,05_angry_explicit_happy_0013_F5TTS.wav,angry,salmonn
happy,explicit,happy,happy_cong,F5TTS,05_happy_explicit_happy_0016_F5TTS.wav,happy,salmonn
happy,implicit,angry,angry_proxy_happy,F5TTS,13_happy_implicit_angry_0015_F5TTS.wav,angry,salmonn
sad,implicit,neutral,neutral_proxy_sad,F5TTS,09_sad_implicit_neutral_0016_F5TTS.wav,neutral,salmonn
sad,implicit,angry,angry_proxy_sad,F5TTS,04_sad_implicit_angry_0013_F5TTS.wav,angry,salmonn
neutral,neutral,happy,happy_proxy_neutral,F5TTS,25_neutral_happy_0018_F5TTS.wav,neutral,salmonn
neutral,neutral,angry,angry_proxy_neutral,F5TTS,13_neutral_angry_0019_F5TTS.wav,neutral,salmonn
sad,implicit,angry,angry_proxy_sad,F5TTS,10_sad_implicit_angry_0016_F5TTS.wav,neutral,salmonn
neutral,neutral,neutral,neutral_cong,F5TTS,04_neutral_neutral_0016_F5TTS.wav,neutral,salmonn
happy,implicit,neutral,neutral_proxy_happy,F5TTS,04_happy_implicit_neutral_0011_F5TTS.wav,neutral,salmonn
sad,implicit,sad,sad_cong,F5TTS,12_sad_implicit_sad_0012_F5TTS.wav,neutral,salmonn
sad,implicit,angry,angry_proxy_sad,F5TTS,02_sad_implicit_angry_0016_F5TTS.wav,angry,salmonn
happy,implicit,neutral,neutral_proxy_happy,F5TTS,11_happy_implicit_neutral_0016_F5TTS.wav,neutral,salmonn
sad,explicit,neutral,neutral_proxy_sad,F5TTS,13_sad_explicit_neutral_0017_F5TTS.wav,happy,salmonn
angry,implicit,neutral,neutral_proxy_angry,F5TTS,03_angry_implicit_neutral_0014_F5TTS.wav,neutral,salmonn
happy,implicit,happy,happy_cong,F5TTS,03_happy_implicit_happy_0013_F5TTS.wav,neutral,salmonn
happy,explicit,angry,angry_proxy_happy,F5TTS,09_happy_explicit_angry_0016_F5TTS.wav,neutral,salmonn
angry,explicit,angry,angry_cong,F5TTS,09_angry_explicit_angry_0013_F5TTS.wav,angry,salmonn
neutral,neutral,sad,sad_proxy_neutral,F5TTS,12_neutral_sad_0014_F5TTS.wav,neutral,salmonn
